0;0,00;3,585
0;0,00;3,585
1;20,00;3,555
3;20,00;3,532
5;20,00;3,512
7;20,00;3,505
9;20,00;3,494
11;20,00;3,487
13;20,00;3,475
15;20,00;3,475
17;20,00;3,468
19;20,00;3,461
21;20,00;3,460
23;20,00;3,454
25;20,00;3,451
27;20,00;3,446
29;20,00;3,445
31;20,00;3,439
33;20,00;3,439
35;20,00;3,432
37;20,00;3,432
39;20,00;3,431
41;20,00;3,425
43;20,00;3,425
45;20,00;3,424
47;20,00;3,417
49;20,00;3,417
51;20,00;3,417
53;20,00;3,416
55;20,00;3,410
57;20,00;3,410
59;20,00;3,410
61;20,00;3,409
63;20,00;3,403
65;20,00;3,403
67;20,00;3,403
69;20,00;3,402
71;20,00;3,398
73;20,00;3,395
75;20,00;3,395
77;20,00;3,395
79;20,00;3,395
81;20,00;3,389
83;20,00;3,388
85;20,00;3,388
87;20,00;3,388
89;20,00;3,387
91;20,00;3,386
93;20,00;3,381
95;20,00;3,381
97;20,00;3,381
99;20,00;3,381
101;20,00;3,380
103;20,00;3,378
105;20,00;3,374
107;20,00;3,374
109;20,00;3,374
111;20,00;3,374
113;20,00;3,373
115;20,00;3,373
117;20,00;3,370
119;20,00;3,366
121;20,00;3,366
123;20,00;3,366
125;20,00;3,366
127;20,00;3,365
129;20,00;3,365
131;20,00;3,360
133;20,00;3,359
135;20,00;3,359
137;20,00;3,359
139;20,00;3,359
141;20,00;3,359
143;20,00;3,358
145;20,00;3,358
147;20,00;3,357
149;20,00;3,353
151;20,00;3,352
153;20,00;3,352
155;20,00;3,352
157;20,00;3,352
159;20,00;3,352
161;20,00;3,351
163;20,00;3,351
165;20,00;3,350
167;20,00;3,345
169;20,00;3,345
171;20,00;3,345
173;20,00;3,345
175;20,00;3,345
177;20,00;3,345
179;20,00;3,345
181;20,00;3,344
183;20,00;3,344
185;20,00;3,344
187;20,00;3,341
189;20,00;3,338
191;20,00;3,337
193;20,00;3,337
195;20,00;3,337
197;20,00;3,337
199;20,00;3,337
201;20,00;3,337
203;20,00;3,336
205;20,00;3,336
207;20,00;3,336
209;20,00;3,335
211;20,00;3,332
213;20,00;3,330
215;20,00;3,330
217;20,00;3,330
219;20,00;3,330
221;20,00;3,330
223;20,00;3,330
225;20,00;3,330
227;20,00;3,330
229;20,00;3,330
231;20,00;3,330
233;20,00;3,329
235;20,00;3,329
237;20,00;3,329
239;20,00;3,327
241;20,00;3,325
243;20,00;3,323
245;20,00;3,323
247;20,00;3,323
249;20,00;3,323
251;20,00;3,323
253;20,00;3,323
255;20,00;3,323
257;20,00;3,323
259;20,00;3,323
261;20,00;3,323
263;20,00;3,322
265;20,00;3,322
267;20,00;3,322
269;20,00;3,322
271;20,00;3,322
273;20,00;3,320
275;20,00;3,317
277;20,00;3,315
279;20,00;3,315
281;20,00;3,315
283;20,00;3,315
285;20,00;3,315
287;20,00;3,315
289;20,00;3,315
291;20,00;3,315
293;20,00;3,315
295;20,00;3,315
297;20,00;3,315
299;20,00;3,315
301;20,00;3,315
303;20,00;3,315
305;20,00;3,315
307;20,00;3,315
309;20,00;3,315
311;20,00;3,315
313;20,00;3,315
315;20,00;3,315
317;20,00;3,313
319;20,00;3,312
321;20,00;3,310
323;20,00;3,308
325;20,00;3,308
327;20,00;3,308
329;20,00;3,308
331;20,00;3,308
333;20,00;3,308
335;20,00;3,308
337;20,00;3,308
339;20,00;3,308
341;20,00;3,308
343;20,00;3,308
345;20,00;3,308
347;20,00;3,308
349;20,00;3,308
351;20,00;3,308
353;20,00;3,308
355;20,00;3,308
357;20,00;3,308
359;20,00;3,307
361;20,00;3,307
363;20,00;3,307
365;20,00;3,307
367;20,00;3,307
369;20,00;3,307
371;20,00;3,305
373;20,00;3,305
375;20,00;3,304
377;20,00;3,302
379;20,00;3,302
381;20,00;3,301
383;20,00;3,301
385;20,00;3,301
387;20,00;3,301
389;20,00;3,301
391;20,00;3,301
393;20,00;3,301
395;20,00;3,301
397;20,00;3,301
399;20,00;3,301
401;20,00;3,301
403;20,00;3,301
405;20,00;3,301
407;20,00;3,301
409;20,00;3,301
411;20,00;3,301
413;20,00;3,301
415;20,00;3,301
417;20,00;3,301
419;20,00;3,301
421;20,00;3,301
423;20,00;3,301
425;20,00;3,300
427;20,00;3,301
429;20,00;3,301
431;20,00;3,301
433;20,00;3,301
435;20,00;3,300
437;20,00;3,300
439;20,00;3,300
441;20,00;3,300
443;20,00;3,300
445;20,00;3,300
447;20,00;3,300
449;20,00;3,300
451;20,00;3,300
453;20,00;3,300
455;20,00;3,300
457;20,00;3,300
459;20,00;3,299
461;20,00;3,299
463;20,00;3,298
465;20,00;3,298
467;20,00;3,297
469;20,00;3,296
471;20,00;3,295
473;20,00;3,295
475;20,00;3,295
477;20,00;3,294
479;20,00;3,294
481;20,00;3,294
483;20,00;3,294
485;20,00;3,294
487;20,00;3,294
489;20,00;3,294
491;20,00;3,294
493;20,00;3,294
495;20,00;3,294
497;20,00;3,294
499;20,00;3,294
501;20,00;3,294
503;20,00;3,294
505;20,00;3,294
507;20,00;3,294
509;20,00;3,294
511;20,00;3,294
513;20,00;3,294
515;20,00;3,294
517;20,00;3,294
519;20,00;3,294
521;20,00;3,294
523;20,00;3,294
525;20,00;3,294
527;20,00;3,294
529;20,00;3,294
531;20,00;3,294
533;20,00;3,294
535;20,00;3,294
537;20,00;3,294
539;20,00;3,294
541;20,00;3,294
543;20,00;3,294
545;20,00;3,294
547;20,00;3,294
549;20,00;3,294
551;20,00;3,294
553;20,00;3,294
555;20,00;3,294
557;20,00;3,294
559;20,00;3,294
561;20,00;3,294
563;20,00;3,294
565;20,00;3,294
567;20,00;3,294
569;20,00;3,294
571;20,00;3,294
573;20,00;3,294
575;20,00;3,294
577;20,00;3,293
579;20,00;3,294
581;20,00;3,293
583;20,00;3,293
585;20,00;3,293
587;20,00;3,294
589;20,00;3,293
591;20,00;3,293
593;20,00;3,293
595;20,00;3,293
597;20,00;3,293
599;20,00;3,293
601;20,00;3,293
603;20,00;3,293
605;20,00;3,293
607;20,00;3,293
609;20,00;3,293
611;20,00;3,293
613;20,00;3,293
615;20,00;3,293
617;20,00;3,293
619;20,00;3,293
621;20,00;3,293
623;20,00;3,293
625;20,00;3,293
627;20,00;3,293
629;20,00;3,293
631;20,00;3,293
633;20,00;3,293
635;20,00;3,293
637;20,00;3,293
639;20,00;3,293
641;20,00;3,293
643;20,00;3,292
645;20,00;3,292
647;20,00;3,292
649;20,00;3,292
651;20,00;3,292
653;20,00;3,291
655;20,00;3,291
657;20,00;3,291
659;20,00;3,291
661;20,00;3,290
663;20,00;3,290
665;20,00;3,290
667;20,00;3,290
669;20,00;3,290
671;20,00;3,289
673;20,00;3,289
675;20,00;3,289
677;20,00;3,289
679;20,00;3,289
681;20,00;3,288
683;20,00;3,288
685;20,00;3,288
687;20,00;3,287
689;20,00;3,287
691;20,00;3,287
693;20,00;3,287
695;20,00;3,287
697;20,00;3,287
699;20,00;3,287
701;20,00;3,287
703;20,00;3,286
705;20,00;3,286
707;20,00;3,286
709;20,00;3,286
711;20,00;3,286
713;20,00;3,286
715;20,00;3,286
717;20,00;3,286
719;20,00;3,286
721;20,00;3,286
723;20,00;3,286
725;20,00;3,286
727;20,00;3,286
729;20,00;3,286
731;20,00;3,286
733;20,00;3,286
735;20,00;3,286
737;20,00;3,286
739;20,00;3,286
741;20,00;3,286
743;20,00;3,286
745;20,00;3,286
747;20,00;3,286
749;20,00;3,286
751;20,00;3,286
753;20,00;3,286
755;20,00;3,286
757;20,00;3,286
759;20,00;3,286
761;20,00;3,286
763;20,00;3,286
765;20,00;3,286
767;20,00;3,286
769;20,00;3,286
771;20,00;3,286
773;20,00;3,286
775;20,00;3,286
777;20,00;3,286
779;20,00;3,286
781;20,00;3,286
783;20,00;3,286
785;20,00;3,286
787;20,00;3,286
789;20,00;3,286
791;20,00;3,286
793;20,00;3,286
795;20,00;3,286
797;20,00;3,286
799;20,00;3,286
801;20,00;3,286
803;20,00;3,286
805;20,00;3,286
807;20,00;3,286
809;20,00;3,286
811;20,00;3,286
813;20,00;3,286
815;20,00;3,286
817;20,00;3,286
819;20,00;3,286
821;20,00;3,286
823;20,00;3,286
825;20,00;3,286
827;20,00;3,286
829;20,00;3,286
831;20,00;3,286
833;20,00;3,286
835;20,00;3,286
837;20,00;3,286
839;20,00;3,286
841;20,00;3,286
843;20,00;3,286
845;20,00;3,286
847;20,00;3,286
849;20,00;3,286
851;20,00;3,286
853;20,00;3,286
855;20,00;3,286
857;20,00;3,286
859;20,00;3,286
861;20,00;3,286
863;20,00;3,286
865;20,00;3,286
867;20,00;3,286
869;20,00;3,286
871;20,00;3,286
873;20,00;3,286
875;20,00;3,286
877;20,00;3,286
879;20,00;3,286
881;20,00;3,286
883;20,00;3,286
885;20,00;3,286
887;20,00;3,286
889;20,00;3,286
891;20,00;3,286
893;20,00;3,286
895;20,00;3,286
897;20,00;3,286
899;20,00;3,286
901;20,00;3,286
903;20,00;3,286
905;20,00;3,286
907;20,00;3,286
909;20,00;3,286
911;20,00;3,286
913;20,00;3,286
915;20,00;3,286
917;20,00;3,286
919;20,00;3,286
921;20,00;3,286
923;20,00;3,286
925;20,00;3,286
927;20,00;3,286
929;20,00;3,286
931;20,00;3,286
933;20,00;3,286
935;20,00;3,286
937;20,00;3,286
939;20,00;3,286
941;20,00;3,286
943;20,00;3,286
945;20,00;3,286
947;20,00;3,286
949;20,00;3,286
951;20,00;3,286
953;20,00;3,286
955;20,00;3,286
957;20,00;3,286
959;20,00;3,286
961;20,00;3,286
963;20,00;3,286
965;20,00;3,286
967;20,00;3,286
969;20,00;3,286
971;20,00;3,286
973;20,00;3,286
975;20,00;3,286
977;20,00;3,286
979;20,00;3,286
981;20,00;3,286
983;20,00;3,286
985;20,00;3,286
987;20,00;3,286
989;20,00;3,286
991;20,00;3,286
993;20,00;3,286
995;20,00;3,286
997;20,00;3,286
999;20,00;3,286
1001;20,00;3,286
1003;20,00;3,286
1005;20,00;3,286
1007;20,00;3,286
1009;20,00;3,286
1011;20,00;3,286
1013;20,00;3,286
1015;20,00;3,286
1017;20,00;3,286
1019;20,00;3,286
1021;20,00;3,286
1023;20,00;3,286
1025;20,00;3,286
1027;20,00;3,286
1029;20,00;3,286
1031;20,00;3,286
1033;20,00;3,286
1035;20,00;3,286
1037;20,00;3,286
1039;20,00;3,286
1041;20,00;3,286
1043;20,00;3,286
1045;20,00;3,286
1047;20,00;3,286
1049;20,00;3,286
1051;20,00;3,286
1053;20,00;3,286
1055;20,00;3,286
1057;20,00;3,286
1059;20,00;3,286
1061;20,00;3,286
1063;20,00;3,286
1065;20,00;3,286
1067;20,00;3,286
1069;20,00;3,286
1071;20,00;3,286
1073;20,00;3,286
1075;20,00;3,286
1077;20,00;3,286
1079;20,00;3,286
1081;20,00;3,286
1083;20,00;3,286
1085;20,00;3,286
1087;20,00;3,286
1089;20,00;3,286
1091;20,00;3,286
1093;20,00;3,286
1095;20,00;3,286
1097;20,00;3,286
1099;20,00;3,286
1101;20,00;3,286
1103;20,00;3,286
1105;20,00;3,286
1107;20,00;3,286
1109;20,00;3,286
1111;20,00;3,286
1113;20,00;3,286
1115;20,00;3,286
1117;20,00;3,286
1119;20,00;3,286
1121;20,00;3,286
1123;20,00;3,286
1125;20,00;3,286
1127;20,00;3,286
1129;20,00;3,286
1131;20,00;3,286
